Value,Count,RED,GREEN,BLUE,CL,NVC_CLASS,SC,NVC_SUBCL,FRM,NVC_FORM,DIV,NVC_DIV,MACRO_CD,NVC_MACRO,GR,NVC_GROUP,LEVEL3,ECOLSYS_LU,NVCMES
438,3490279,0,0.92941,0.98824,2,Shrub & Herb Vegetation,2.C,Shrub & Herb Wetland,2.C.4,"Temperate to Polar Freshwater Marsh, Wet Meadow & Shrubland",2.C.4.Nb,"Western North American Freshwater-Marsh, Wet Meadow & Shrubland",M075,"Western North American Montane-Subalpine Marsh, Wet Meadow & Shrubland",G521,Vancouverian & Rocky Mountain Montane Wet Meadow & Marsh,9606,Rocky Mountain Alpine-Montane Wet Meadow,2.C.4.NbM075G521E438
439,3154457,0,0.92941,0.98824,2,Shrub & Herb Vegetation,2.C,Shrub & Herb Wetland,2.C.4,"Temperate to Polar Freshwater Marsh, Wet Meadow & Shrubland",2.C.4.Nb,"Western North American Freshwater-Marsh, Wet Meadow & Shrubland",M075,"Western North American Montane-Subalpine Marsh, Wet Meadow & Shrubland",G527,Western Montane-Subalpine Riparian & Seep Shrubland,9837,Rocky Mountain Subalpine-Montane Riparian Shrubland,2.C.4.NbM075G527E439
440,509169,0,0.92941,0.98824,2,Shrub & Herb Vegetation,2.C,Shrub & Herb Wetland,2.C.4,"Temperate to Polar Freshwater Marsh, Wet Meadow & Shrubland",2.C.4.Nb,"Western North American Freshwater-Marsh, Wet Meadow & Shrubland",M075,"Western North American Montane-Subalpine Marsh, Wet Meadow & Shrubland",G521,Vancouverian & Rocky Mountain Montane Wet Meadow & Marsh,9608,Temperate Pacific Montane Wet Meadow,2.C.4.NbM075G521E440
441,317377,0,0.92941,0.98824,2,Shrub & Herb Vegetation,2.C,Shrub & Herb Wetland,2.C.4,"Temperate to Polar Freshwater Marsh, Wet Meadow & Shrubland",2.C.4.Nb,"Western North American Freshwater-Marsh, Wet Meadow & Shrubland",M073,"Vancouverian Lowland Marsh, Wet Meadow & Shrubland",G517,Vancouverian Freshwater Wet Meadow & Marsh,9607,Willamette Valley Wet Prairie,2.C.4.NbM073G517E441
442,342887,0.43922,0.68627,0.78431,3,Desert & Semi-Desert,3.A,"Warm Desert & Semi-Desert Woodland, Scrub & Grassland",3.A.2,Warm Desert & Semi-Desert Scrub & Grassland,3.A.2.Na,North American Warm Desert Scrub & Grassland,M087,Chihuahuan Semi-Desert Grassland,G489,Chihuahuan Semi-Desert Lowland Grassland,9610,Chihuahuan-Sonoran Desert Bottomland and Swale Grassland,3.A.2.NaM087G489E442
443,2833672,0.43922,0.68627,0.78431,2,Shrub & Herb Vegetation,2.C,Shrub & Herb Wetland,2.C.4,"Temperate to Polar Freshwater Marsh, Wet Meadow & Shrubland",2.C.4.Nb,"Western North American Freshwater-Marsh, Wet Meadow & Shrubland",M888,Arid West Interior Freswater Marsh,G531,Arid West Interior Freshwater Marsh,9227,North American Arid West Emergent Marsh,2.C.4.NbM888G531E443
444,1126582,0.43922,0.68627,0.78431,2,Shrub & Herb Vegetation,2.C,Shrub & Herb Wetland,2.C.4,"Temperate to Polar Freshwater Marsh, Wet Meadow & Shrubland",2.C.4.Nc,Southwestern North American Warm Desert Freshwater Marsh & Bosque,M076,"Warm Desert Lowland Freshwater Marsh, Wet Meadow & Shrubland",G533,North American Warm Desert Riparian Low Bosque & Shrubland,9834,North American Warm Desert Riparian Mesquite Bosque,2.C.4.NcM076G533E444
445,3205923,0.4902,0.74118,0.78039,2,Shrub & Herb Vegetation,2.C,Shrub & Herb Wetland,2.C.5,Salt Marsh,2.C.5.Na,North American Great Plains Saline Marsh,M077,Great Plains Saline Wet Meadow & Marsh,G534,Western Great Plains Saline Wet Meadow,9711,Western Great Plains Saline Depression Wetland,2.C.5.NaM077G534E445
446,292233,0.63922,0.74118,0.9098,2,Shrub & Herb Vegetation,2.C,Shrub & Herb Wetland,2.C.5,Salt Marsh,2.C.5.Nb,Temperate & Boreal Atlantic Coastal Salt Marsh,M079,North American Atlantic & Gulf Coastal Salt Marsh,G120,Atlantic & Gulf Coastal Brackish Tidal Marsh,9101,Acadian Salt Marsh and Estuary Systems,2.C.5.NbM079G120E446
447,3805395,0.63922,0.74118,0.9098,2,Shrub & Herb Vegetation,2.C,Shrub & Herb Wetland,2.C.5,Salt Marsh,2.C.5.Nb,Temperate & Boreal Atlantic Coastal Salt Marsh,M079,North American Atlantic & Gulf Coastal Salt Marsh,G121,Atlantic & Gulf Coastal High Salt Marsh,9103,Atlantic Coastal Plain Central Salt and Brackish Tidal Marsh,2.C.5.NbM079G121E447
448,723744,0.63922,0.74118,0.9098,2,Shrub & Herb Vegetation,2.C,Shrub & Herb Wetland,2.C.5,Salt Marsh,2.C.5.Nb,Temperate & Boreal Atlantic Coastal Salt Marsh,M079,North American Atlantic & Gulf Coastal Salt Marsh,G121,Atlantic & Gulf Coastal High Salt Marsh,9105,Atlantic Coastal Plain Embayed Region Tidal Salt and Brackish Marsh,2.C.5.NbM079G121E448
449,96394,0.63922,0.74118,0.9098,2,Shrub & Herb Vegetation,2.C,Shrub & Herb Wetland,2.C.5,Salt Marsh,2.C.5.Nb,Temperate & Boreal Atlantic Coastal Salt Marsh,M079,North American Atlantic & Gulf Coastal Salt Marsh,G121,Atlantic & Gulf Coastal High Salt Marsh,9104,Atlantic Coastal Plain Indian River Lagoon Tidal Marsh,2.C.5.NbM079G121E449
450,3108773,0.63922,0.74118,0.9098,2,Shrub & Herb Vegetation,2.C,Shrub & Herb Wetland,2.C.5,Salt Marsh,2.C.5.Nb,Temperate & Boreal Atlantic Coastal Salt Marsh,M079,North American Atlantic & Gulf Coastal Salt Marsh,G121,Atlantic & Gulf Coastal High Salt Marsh,9109,Atlantic Coastal Plain Northern Tidal Salt Marsh,2.C.5.NbM079G121E450
451,882615,0.63922,0.74118,0.9098,2,Shrub & Herb Vegetation,2.C,Shrub & Herb Wetland,2.C.5,Salt Marsh,2.C.5.Nb,Temperate & Boreal Atlantic Coastal Salt Marsh,M079,North American Atlantic & Gulf Coastal Salt Marsh,G121,Atlantic & Gulf Coastal High Salt Marsh,9110,Florida Big Bend Salt-Brackish Tidal Marsh,2.C.5.NbM079G121E451
452,15570403,0.63922,0.74118,0.9098,2,Shrub & Herb Vegetation,2.C,Shrub & Herb Wetland,2.C.5,Salt Marsh,2.C.5.Nb,Temperate & Boreal Atlantic Coastal Salt Marsh,M079,North American Atlantic & Gulf Coastal Salt Marsh,G121,Atlantic & Gulf Coastal High Salt Marsh,9220,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,2.C.5.NbM079G121E452
453,515331,0.63922,0.74118,0.9098,2,Shrub & Herb Vegetation,2.C,Shrub & Herb Wetland,2.C.5,Salt Marsh,2.C.5.Nb,Temperate & Boreal Atlantic Coastal Salt Marsh,M079,North American Atlantic & Gulf Coastal Salt Marsh,G121,Atlantic & Gulf Coastal High Salt Marsh,9106,Mississippi Sound Salt and Brackish Tidal Marsh,2.C.5.NbM079G121E453
454,1118094,0.63922,0.74118,0.9098,2,Shrub & Herb Vegetation,2.C,Shrub & Herb Wetland,2.C.5,Salt Marsh,2.C.5.Nb,Temperate & Boreal Atlantic Coastal Salt Marsh,M079,North American Atlantic & Gulf Coastal Salt Marsh,G123,Atlantic & Gulf Coastal Saline Flat & Panne,9604,Texas Saline Coastal Prairie,2.C.5.NbM079G123E454
455,730099,0.63922,0.74118,1,2,Shrub & Herb Vegetation,2.C,Shrub & Herb Wetland,2.C.5,Salt Marsh,2.C.5.Nc,Temperate & Boreal Pacific Coastal Salt Marsh,M081,North American Coastal Salt Marsh,G499,Temperate Pacific Tidal Salt-Brackish Marsh,9108,Temperate Pacific Tidal Salt and Brackish Marsh,2.C.5.NcM081G499E455
456,441333,0.63922,0.74118,0.83922,2,Shrub & Herb Vegetation,2.C,Shrub & Herb Wetland,2.C.5,Salt Marsh,2.C.5.Nd,"North American Western Interior Brackish Marsh, Playa & Shrubland",M082,"Warm & Cool Desert Alkali-Saline marsh, Playa & Shrubland",G538,North American Desert Alkaline-Saline Marsh & Playa,9714,Inter-Mountain Basins Alkaline Closed Depression,2.C.5.NdM082G538E456
457,34101106,0.63922,0.74118,0.83922,2,Shrub & Herb Vegetation,2.C,Shrub & Herb Wetland,2.C.5,Salt Marsh,2.C.5.Nd,"North American Western Interior Brackish Marsh, Playa & Shrubland",M082,"Warm & Cool Desert Alkali-Saline marsh, Playa & Shrubland",G537,North American Desert Alkaline-Saline Wet Scrub,9810,Inter-Mountain Basins Greasewood Flat,2.C.5.NdM082G537E457
458,25398125,0.63922,0.74118,0.83922,2,Shrub & Herb Vegetation,2.C,Shrub & Herb Wetland,2.C.5,Salt Marsh,2.C.5.Nd,"North American Western Interior Brackish Marsh, Playa & Shrubland",M082,"Warm & Cool Desert Alkali-Saline marsh, Playa & Shrubland",G538,North American Desert Alkaline-Saline Marsh & Playa,3407,Inter-Mountain Basins Playa,2.C.5.NdM082G538E458
459,6754614,0.63922,0.74118,0.83922,2,Shrub & Herb Vegetation,2.C,Shrub & Herb Wetland,2.C.5,Salt Marsh,2.C.5.Nd,"North American Western Interior Brackish Marsh, Playa & Shrubland",M082,"Warm & Cool Desert Alkali-Saline marsh, Playa & Shrubland",G537,North American Desert Alkaline-Saline Wet Scrub,3405,North American Warm Desert Playa,2.C.5.NdM082G537E459
460,76855630,0.82353,0.70588,0.54902,3,Desert & Semi-Desert,3.A,"Warm Desert & Semi-Desert Woodland, Scrub & Grassland",3.A.2,Warm Desert & Semi-Desert Scrub & Grassland,3.A.2.Na,North American Warm Desert Scrub & Grassland,M512,North American Warm Desert Ruderal Scrub & Grassland,G677,North American Warm Desert Ruderal Grassland,5211,Apacherian-Chihuahuan Mesquite Upland Scrub,3.A.2.NaM086G289E460
461,61275166,0.82353,0.70588,0.54902,3,Desert & Semi-Desert,3.A,"Warm Desert & Semi-Desert Woodland, Scrub & Grassland",3.A.2,Warm Desert & Semi-Desert Scrub & Grassland,3.A.2.Na,North American Warm Desert Scrub & Grassland,M087,Chihuahuan Semi-Desert Grassland,G490,Chihuahuan Desert Foothill-Piedmont & Lower Montane Grassland,5303,Apacherian-Chihuahuan Semi-Desert Grassland and Steppe,3.A.2.NaM087G490E461
462,52501501,0.82353,0.70588,0.54902,3,Desert & Semi-Desert,3.A,"Warm Desert & Semi-Desert Woodland, Scrub & Grassland",3.A.2,Warm Desert & Semi-Desert Scrub & Grassland,3.A.2.Na,North American Warm Desert Scrub & Grassland,M086,Chihuahuan Desert Scrub,G288,Chihuahuan Creosotebush - Mixed Desert Scrub,5201,"Chihuahuan Creosotebush, Mixed Desert and Thorn Scrub",3.A.2.NaM086G288E462
463,648577,0.82353,0.70588,0.54902,3,Desert & Semi-Desert,3.A,"Warm Desert & Semi-Desert Woodland, Scrub & Grassland",3.A.2,Warm Desert & Semi-Desert Scrub & Grassland,3.A.2.Na,North American Warm Desert Scrub & Grassland,M087,Chihuahuan Semi-Desert Grassland,G492,Chihuahuan Gypsophilous Grassland,5304,Chihuahuan Gypsophilous Grassland and Steppe,3.A.2.NaM087G492E463
464,2711051,0.82353,0.70588,0.54902,3,Desert & Semi-Desert,3.A,"Warm Desert & Semi-Desert Woodland, Scrub & Grassland",3.A.2,Warm Desert & Semi-Desert Scrub & Grassland,3.A.2.Na,North American Warm Desert Scrub & Grassland,M087,Chihuahuan Semi-Desert Grassland,G489,Chihuahuan Semi-Desert Lowland Grassland,7326,Chihuahuan Loamy Plains Desert Grassland,3.A.2.NaM087G489E464
465,30600276,0.82353,0.70588,0.54902,3,Desert & Semi-Desert,3.A,"Warm Desert & Semi-Desert Woodland, Scrub & Grassland",3.A.2,Warm Desert & Semi-Desert Scrub & Grassland,3.A.2.Na,North American Warm Desert Scrub & Grassland,M086,Chihuahuan Desert Scrub,G288,Chihuahuan Creosotebush - Mixed Desert Scrub,5212,Chihuahuan Mixed Desert and Thorn Scrub,3.A.2.NaM086G288E465
466,1089769,0.82353,0.70588,0.54902,3,Desert & Semi-Desert,3.A,"Warm Desert & Semi-Desert Woodland, Scrub & Grassland",3.A.2,Warm Desert & Semi-Desert Scrub & Grassland,3.A.2.Na,North American Warm Desert Scrub & Grassland,M087,Chihuahuan Semi-Desert Grassland,G491,Chihuahuan Sandy Plains Semi-Desert Grassland,7303,Chihuahuan Sandy Plains Semi-Desert Grassland,3.A.2.NaM087G491E466
467,6904130,0.82353,0.70588,0.54902,3,Desert & Semi-Desert,3.A,"Warm Desert & Semi-Desert Woodland, Scrub & Grassland",3.A.2,Warm Desert & Semi-Desert Scrub & Grassland,3.A.2.Na,North American Warm Desert Scrub & Grassland,M086,Chihuahuan Desert Scrub,G287,Chihuahuan Desert Sand Scrub,5203,Chihuahuan Stabilized Coppice Dune and Sand Flat Scrub,3.A.2.NaM086G287E467
468,9125020,0.82353,0.70588,0.54902,3,Desert & Semi-Desert,3.A,"Warm Desert & Semi-Desert Woodland, Scrub & Grassland",3.A.2,Warm Desert & Semi-Desert Scrub & Grassland,3.A.2.Na,North American Warm Desert Scrub & Grassland,M086,Chihuahuan Desert Scrub,G286,Chihuahuan Desert Succulent Scrub,5204,Chihuahuan Succulent Desert Scrub,3.A.2.NaM086G286E468
469,1187602,0.82353,0.70588,0.54902,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,1.B.1.Nd,Madrean-Edwards Plateau Warm Temperate Woodland & Scrub,M010,Madrean Lowland Evergreen Woodland,G487,Madrean Juniper Open Woodland,5604,Madrean Juniper Savanna,1.B.1.NdM010G487E469
470,38757752,0.85882,0.76863,0.72157,3,Desert & Semi-Desert,3.B,Cool Semi-Desert Scrub & Grassland,3.B.1,Cool Semi-Desert Scrub & Grassland,3.B.1.Ne,Western North American Cool Semi-Desert Scrub & Grassland,M171,Great Basin-Intermountain Dry Shrubland & Grassland,G296,Mojave Mid-Elevation Mixed Desert Scrub,5206,Mojave Mid-Elevation Mixed Desert Scrub,3.B.1.NeM171G296E470
471,7294208,0.85882,0.76863,0.72157,3,Desert & Semi-Desert,3.A,"Warm Desert & Semi-Desert Woodland, Scrub & Grassland",3.A.2,Warm Desert & Semi-Desert Scrub & Grassland,3.A.2.Na,North American Warm Desert Scrub & Grassland,M088,Mojave-Sonoran Semi-Desert Scrub,G675,North American Warm Semi-Desert Dunes & Sand Flats,3111,North American Warm Desert Active and Stabilized Dune,3.A.2.NaM088G675E471
472,124893552,0.85882,0.76863,0.72157,3,Desert & Semi-Desert,3.A,"Warm Desert & Semi-Desert Woodland, Scrub & Grassland",3.A.2,Warm Desert & Semi-Desert Scrub & Grassland,3.A.2.Na,North American Warm Desert Scrub & Grassland,M088,Mojave-Sonoran Semi-Desert Scrub,G295,Mojave-Sonoran Bajada & Valley Desert Scrub,5207,Sonora-Mojave Creosotebush-White Bursage Desert Scrub,3.A.2.NaM088G295E472
473,231019,0.85882,0.76863,0.72157,3,Desert & Semi-Desert,3.A,"Warm Desert & Semi-Desert Woodland, Scrub & Grassland",3.A.2,Warm Desert & Semi-Desert Scrub & Grassland,3.A.2.Na,North American Warm Desert Scrub & Grassland,M088,Mojave-Sonoran Semi-Desert Scrub,G295,Mojave-Sonoran Bajada & Valley Desert Scrub,5209,Sonoran Mid-Elevation Desert Scrub,3.A.2.NaM088G295E473
474,51641646,0.85882,0.76863,0.72157,3,Desert & Semi-Desert,3.A,"Warm Desert & Semi-Desert Woodland, Scrub & Grassland",3.A.2,Warm Desert & Semi-Desert Scrub & Grassland,3.A.2.Na,North American Warm Desert Scrub & Grassland,M088,Mojave-Sonoran Semi-Desert Scrub,G293,Sonoran Paloverde - Mixed Cacti Desert Scrub,5213,Sonoran Paloverde-Mixed Cacti Desert Scrub,3.A.2.NaM088G293E474
475,218207,0.82353,0.70588,0.5451,3,Desert & Semi-Desert,3.A,"Warm Desert & Semi-Desert Woodland, Scrub & Grassland",3.A.2,Warm Desert & Semi-Desert Scrub & Grassland,3.A.2.Na,North American Warm Desert Scrub & Grassland,M086,Chihuahuan Desert Scrub,G299,Chihuahuan Desert Lowland Basin Scrub,5202,Chihuahuan Mixed Salt Desert Scrub,3.A.2.NaM086G299E475
476,7657716,0.82353,0.70588,0.5451,3,Desert & Semi-Desert,3.B,Cool Semi-Desert Scrub & Grassland,3.B.1,Cool Semi-Desert Scrub & Grassland,3.B.1.Ne,Western North American Cool Semi-Desert Scrub & Grassland,M093,Great Basin Saltbush Scrub,G300,Intermountain Shadscale - Saltbush Scrub,5208,Sonora-Mojave Mixed Salt Desert Scrub,3.B.1.NeM093G300E476
477,7449138,0.70196,0.67843,0.67059,3,Desert & Semi-Desert,3.A,"Warm Desert & Semi-Desert Woodland, Scrub & Grassland",3.A.2,Warm Desert & Semi-Desert Scrub & Grassland,3.A.2.Na,North American Warm Desert Scrub & Grassland,M092,North America Warm-Desert Xeric-Riparian Scrub,G541,Warm Semi-Desert Shrub & Herb Dry Wash & Colluvial Slope,9822,North American Warm Desert Wash,3.A.2.NaM092G541E477
478,188353,0.81961,0.72941,0.70588,3,Desert & Semi-Desert,3.A,"Warm Desert & Semi-Desert Woodland, Scrub & Grassland",3.A.2,Warm Desert & Semi-Desert Scrub & Grassland,3.A.2.Na,North American Warm Desert Scrub & Grassland,M130,Tamaulipan Scrub & Grassland,G099,Tamaulipan Dry Mesquite & Thornscrub,7509,South Texas Lomas,3.A.2.NaM130G099E478
479,5566717,0.81961,0.72941,0.70588,3,Desert & Semi-Desert,3.A,"Warm Desert & Semi-Desert Woodland, Scrub & Grassland",3.A.2,Warm Desert & Semi-Desert Scrub & Grassland,3.A.2.Na,North American Warm Desert Scrub & Grassland,M130,Tamaulipan Scrub & Grassland,G099,Tamaulipan Dry Mesquite & Thornscrub,5217,Tamaulipan Calcareous Thornscrub,3.A.2.NaM130G099E479
480,47925,0.81961,0.72941,0.70588,3,Desert & Semi-Desert,3.A,"Warm Desert & Semi-Desert Woodland, Scrub & Grassland",3.A.2,Warm Desert & Semi-Desert Scrub & Grassland,3.A.2.Na,North American Warm Desert Scrub & Grassland,M130,Tamaulipan Scrub & Grassland,G100,Tamaulipan Dry Grassland,7323,Tamaulipan Clay Grassland,3.A.2.NaM130G100E480
481,32211280,0.81961,0.72941,0.70588,3,Desert & Semi-Desert,3.A,"Warm Desert & Semi-Desert Woodland, Scrub & Grassland",3.A.2,Warm Desert & Semi-Desert Scrub & Grassland,3.A.2.Na,North American Warm Desert Scrub & Grassland,M130,Tamaulipan Scrub & Grassland,G099,Tamaulipan Dry Mesquite & Thornscrub,5216,Tamaulipan Mesquite Upland Scrub,3.A.2.NaM130G099E481
482,1914436,0.81961,0.72941,0.70588,3,Desert & Semi-Desert,3.A,"Warm Desert & Semi-Desert Woodland, Scrub & Grassland",3.A.2,Warm Desert & Semi-Desert Scrub & Grassland,3.A.2.Na,North American Warm Desert Scrub & Grassland,M130,Tamaulipan Scrub & Grassland,G099,Tamaulipan Dry Mesquite & Thornscrub,5215,Tamaulipan Mixed Deciduous Thornscrub,3.A.2.NaM130G099E482
483,5970940,0.81961,0.72941,0.70588,3,Desert & Semi-Desert,3.A,"Warm Desert & Semi-Desert Woodland, Scrub & Grassland",3.A.2,Warm Desert & Semi-Desert Scrub & Grassland,3.A.2.Na,North American Warm Desert Scrub & Grassland,M130,Tamaulipan Scrub & Grassland,G100,Tamaulipan Dry Grassland,7322,Tamaulipan Savanna Grassland,3.A.2.NaM130G100E483
484,95449694,0.6902,0.58824,0.4902,3,Desert & Semi-Desert,3.B,Cool Semi-Desert Scrub & Grassland,3.B.1,Cool Semi-Desert Scrub & Grassland,3.B.1.Ne,Western North American Cool Semi-Desert Scrub & Grassland,M093,Great Basin Saltbush Scrub,G301,Intermountain Dwarf Saltbush - Sagebrush Scrub,5703,Inter-Mountain Basins Mat Saltbush Shrubland,3.B.1.NeM093G301E484
485,18365816,0.6902,0.58824,0.4902,3,Desert & Semi-Desert,3.B,Cool Semi-Desert Scrub & Grassland,3.B.1,Cool Semi-Desert Scrub & Grassland,3.B.1.Ne,Western North American Cool Semi-Desert Scrub & Grassland,M093,Great Basin Saltbush Scrub,G300,Intermountain Shadscale - Saltbush Scrub,5205,Inter-Mountain Basins Mixed Salt Desert Scrub,3.B.1.NeM093G300E485
486,61493,0.78039,0.68235,0.65882,3,Desert & Semi-Desert,3.B,Cool Semi-Desert Scrub & Grassland,3.B.1,Cool Semi-Desert Scrub & Grassland,3.B.1.Ne,Western North American Cool Semi-Desert Scrub & Grassland,M095,Great Basin-Intermountain Xeric-Riparian Scrub,G559,Great Basin-Intermountain Shrub & Herb Wash-Arroyo,3403,Inter-Mountain Basins Wash,3.B.1.NeM095G559E486
487,12799180,0.81176,0.81961,0.65882,3,Desert & Semi-Desert,3.B,Cool Semi-Desert Scrub & Grassland,3.B.1,Cool Semi-Desert Scrub & Grassland,3.B.1.Ne,Western North American Cool Semi-Desert Scrub & Grassland,M169,Great Basin-Intermountain Tall Sagebrush Steppe & Shrubland,G302,Intermountain Mesic Tall Sagebrush Steppe & Shrubland,5305,Columbia Plateau Steppe and Grassland,3.B.1.NeM169G302E487
488,39683052,0.81176,0.81961,0.65882,3,Desert & Semi-Desert,3.B,Cool Semi-Desert Scrub & Grassland,3.B.1,Cool Semi-Desert Scrub & Grassland,3.B.1.Ne,Western North American Cool Semi-Desert Scrub & Grassland,M169,Great Basin-Intermountain Tall Sagebrush Steppe & Shrubland,G303,Intermountain Dry Tall Sagebrush Stepp & Shrubland,5705,Great Basin Xeric Mixed Sagebrush Shrubland,3.B.1.NeM169G303E488
489,187305620,0.81176,0.81961,0.65882,3,Desert & Semi-Desert,3.B,Cool Semi-Desert Scrub & Grassland,3.B.1,Cool Semi-Desert Scrub & Grassland,3.B.1.Ne,Western North American Cool Semi-Desert Scrub & Grassland,M169,Great Basin-Intermountain Tall Sagebrush Steppe & Shrubland,G302,Intermountain Mesic Tall Sagebrush Steppe & Shrubland,5706,Inter-Mountain Basins Big Sagebrush Shrubland,3.B.1.NeM169G302E489
490,242394957,0.81176,0.81961,0.65882,3,Desert & Semi-Desert,3.B,Cool Semi-Desert Scrub & Grassland,3.B.1,Cool Semi-Desert Scrub & Grassland,3.B.1.Ne,Western North American Cool Semi-Desert Scrub & Grassland,M169,Great Basin-Intermountain Tall Sagebrush Steppe & Shrubland,G303,Intermountain Dry Tall Sagebrush Stepp & Shrubland,5307,Inter-Mountain Basins Big Sagebrush Steppe,3.B.1.NeM169G303E490
491,109376749,0.81176,0.81961,0.65882,3,Desert & Semi-Desert,3.B,Cool Semi-Desert Scrub & Grassland,3.B.1,Cool Semi-Desert Scrub & Grassland,3.B.1.Ne,Western North American Cool Semi-Desert Scrub & Grassland,M169,Great Basin-Intermountain Tall Sagebrush Steppe & Shrubland,G304,Intermountain Mountain Big Sagebrush Steppe & Shrubland,5308,Inter-Mountain Basins Montane Sagebrush Steppe,3.B.1.NeM169G304E491
492,2691317,0.61176,0.7098,0.4902,3,Desert & Semi-Desert,3.B,Cool Semi-Desert Scrub & Grassland,3.B.1,Cool Semi-Desert Scrub & Grassland,3.B.1.Ne,Western North American Cool Semi-Desert Scrub & Grassland,M170,Great Basin-Intermountain Dwarf Sagebrush Steppe & Shrubland,G308,Intermountain Low & Black Sagebrush Steppe & Shubland,5701,Colorado Plateau Mixed Low Sagebrush Shrubland,3.B.1.NeM170G308E492
493,16466503,0.61176,0.7098,0.4902,3,Desert & Semi-Desert,3.B,Cool Semi-Desert Scrub & Grassland,3.B.1,Cool Semi-Desert Scrub & Grassland,3.B.1.Ne,Western North American Cool Semi-Desert Scrub & Grassland,M170,Great Basin-Intermountain Dwarf Sagebrush Steppe & Shrubland,G308,Intermountain Low & Black Sagebrush Steppe & Shubland,5306,Columbia Plateau Low Sagebrush Steppe,3.B.1.NeM170G308E493
494,6211197,0.61176,0.7098,0.4902,3,Desert & Semi-Desert,3.B,Cool Semi-Desert Scrub & Grassland,3.B.1,Cool Semi-Desert Scrub & Grassland,3.B.1.Ne,Western North American Cool Semi-Desert Scrub & Grassland,M170,Great Basin-Intermountain Dwarf Sagebrush Steppe & Shrubland,G307,Columbia Plateau Scabland Shrubland,5702,Columbia Plateau Scabland Shrubland,3.B.1.NeM170G307E494
495,12003718,0.61176,0.7098,0.4902,3,Desert & Semi-Desert,3.B,Cool Semi-Desert Scrub & Grassland,3.B.1,Cool Semi-Desert Scrub & Grassland,3.B.1.Ne,Western North American Cool Semi-Desert Scrub & Grassland,M170,Great Basin-Intermountain Dwarf Sagebrush Steppe & Shrubland,G308,Intermountain Low & Black Sagebrush Steppe & Shubland,5704,Wyoming Basins Dwarf Sagebrush Shrubland and Steppe,3.B.1.NeM170G308E495
496,13440814,0.87059,0.83137,0.56863,3,Desert & Semi-Desert,3.B,Cool Semi-Desert Scrub & Grassland,3.B.1,Cool Semi-Desert Scrub & Grassland,3.B.1.Ne,Western North American Cool Semi-Desert Scrub & Grassland,M171,Great Basin-Intermountain Dry Shrubland & Grassland,G312,Colorado Plateau Blackbrush - Mormon-tea Shrubland,5803,Colorado Plateau Blackbrush-Mormon-tea Shrubland,3.B.1.NeM171G312E496
497,38881281,0.87059,0.83137,0.56863,3,Desert & Semi-Desert,3.B,Cool Semi-Desert Scrub & Grassland,3.B.1,Cool Semi-Desert Scrub & Grassland,3.B.1.Ne,Western North American Cool Semi-Desert Scrub & Grassland,M171,Great Basin-Intermountain Dry Shrubland & Grassland,G311,Intermountain Semi-Desert Grassland,7305,Inter-Mountain Basins Semi-Desert Grassland,3.B.1.NeM171G311E497
498,54620783,0.87059,0.83137,0.56863,3,Desert & Semi-Desert,3.B,Cool Semi-Desert Scrub & Grassland,3.B.1,Cool Semi-Desert Scrub & Grassland,3.B.1.Ne,Western North American Cool Semi-Desert Scrub & Grassland,M171,Great Basin-Intermountain Dry Shrubland & Grassland,G310,Intermountain Semi-Desert Steppe & Shrubland,5309,Inter-Mountain Basins Semi-Desert Shrub Steppe,3.B.1.NeM171G310E498
499,7512317,0.87059,0.83137,0.56863,3,Desert & Semi-Desert,3.B,Cool Semi-Desert Scrub & Grassland,3.B.1,Cool Semi-Desert Scrub & Grassland,3.B.1.Ne,Western North American Cool Semi-Desert Scrub & Grassland,M171,Great Basin-Intermountain Dry Shrubland & Grassland,G312,Colorado Plateau Blackbrush - Mormon-tea Shrubland,5707,Southern Colorado Plateau Sand Shrubland,3.B.1.NeM171G312E499
500,6513,0.92941,0.87843,0.94902,4,"Polar & High Montane Scrub, Grassland & Barrens",4.B,Temperate Alpine to Polar Tundra,4.B.1,Temperate & Boreal Alpine Tundra,4.B.1.Na,Eastern North American Alpine Tundra,M131,Eastern North American Alpine Tundra,G104,Eastern Alpine Tundra,5105,Acadian-Appalachian Alpine Tundra,4.B.1.NaM131G104E500
501,600508,0.92157,0.85098,0.90196,4,"Polar & High Montane Scrub, Grassland & Barrens",4.B,Temperate Alpine to Polar Tundra,4.B.1,Temperate & Boreal Alpine Tundra,4.B.1.Nb,Western North American Alpine Tundra,M099,Rocky Mountain-Sierran Alpine Tundra,G316,Rocky Mountain-Sierran Alpine Dwarf-Shrubland,5103,Rocky Mountain Alpine Dwarf-Shrubland,4.B.1.NbM099G316E501
502,2863949,0.92157,0.85098,0.90196,4,"Polar & High Montane Scrub, Grassland & Barrens",4.B,Temperate Alpine to Polar Tundra,4.B.1,Temperate & Boreal Alpine Tundra,4.B.1.Nb,Western North American Alpine Tundra,M099,Rocky Mountain-Sierran Alpine Tundra,G314,Rocky Mountain-Sierran Alpine Turf & Fell-Field,7102,Rocky Mountain Alpine Fell-Field,4.B.1.NbM099G314E502
